anchor,distance_m,field,sample_index,received_at,rssi_dbm
anchor_03,1.000,raw,1,1781418313.553,-76.000
anchor_03,1.000,raw,2,1781418314.574,-94.000
anchor_03,1.000,raw,3,1781418314.658,-72.000
anchor_03,1.000,raw,4,1781418314.658,-76.000
anchor_03,1.000,raw,5,1781418314.658,-76.000
anchor_03,1.000,raw,6,1781418314.727,-74.000
anchor_03,1.000,raw,7,1781418315.960,-63.000
anchor_03,1.000,raw,8,1781418316.776,-77.000
anchor_03,1.000,raw,9,1781418316.891,-69.000
anchor_03,1.000,raw,10,1781418316.891,-66.000
anchor_03,1.000,raw,11,1781418317.850,-72.000
anchor_03,1.000,raw,12,1781418318.933,-66.000
anchor_03,1.000,raw,13,1781418319.044,-66.000
anchor_03,1.000,raw,14,1781418319.968,-77.000
anchor_03,1.000,raw,15,1781418321.024,-65.000
anchor_03,1.000,raw,16,1781418321.185,-65.000
anchor_03,1.000,raw,17,1781418322.105,-66.000
anchor_03,1.000,raw,18,1781418322.308,-69.000
anchor_03,1.000,raw,19,1781418323.221,-65.000
anchor_03,1.000,raw,20,1781418323.447,-67.000
anchor_03,1.000,raw,21,1781418323.447,-68.000
anchor_03,1.000,raw,22,1781418324.251,-78.000
anchor_03,1.000,raw,23,1781418324.337,-72.000
anchor_03,1.000,raw,24,1781418324.337,-66.000
anchor_03,1.000,raw,25,1781418324.337,-66.000
anchor_03,1.000,raw,26,1781418326.402,-71.000
anchor_03,1.000,raw,27,1781418326.453,-70.000
anchor_03,1.000,raw,28,1781418326.453,-65.000
anchor_03,1.000,raw,29,1781418327.489,-64.000
anchor_03,1.000,raw,30,1781418328.793,-63.000
anchor_03,1.000,raw,31,1781418329.576,-65.000
anchor_03,1.000,raw,32,1781418330.652,-67.000
anchor_03,1.000,raw,33,1781418330.705,-75.000
anchor_03,1.000,raw,34,1781418332.752,-64.000
anchor_03,1.000,raw,35,1781418332.893,-66.000
anchor_03,1.000,raw,36,1781418333.825,-74.000
anchor_03,1.000,raw,37,1781418333.882,-65.000
anchor_03,1.000,raw,38,1781418335.040,-65.000
anchor_03,1.000,raw,39,1781418335.929,-77.000
anchor_03,1.000,raw,40,1781418336.059,-66.000
anchor_03,1.000,raw,41,1781418336.980,-77.000
anchor_03,1.000,raw,42,1781418337.030,-66.000
anchor_03,1.000,raw,43,1781418338.094,-65.000
anchor_03,1.000,raw,44,1781418338.181,-76.000
anchor_03,1.000,raw,45,1781418338.181,-66.000
anchor_03,1.000,raw,46,1781418339.211,-67.000
anchor_03,1.000,raw,47,1781418340.330,-64.000
