anchor,distance_m,field,sample_index,received_at,rssi_dbm
anchor_02,1.000,raw,73,1781419322.821,-57.000
anchor_02,1.000,raw,74,1781419322.901,-65.000
anchor_02,1.000,raw,75,1781419322.901,-67.000
anchor_02,1.000,raw,76,1781419323.932,-59.000
anchor_02,1.000,raw,77,1781419324.949,-60.000
anchor_02,1.000,raw,78,1781419325.979,-59.000
anchor_02,1.000,raw,79,1781419326.180,-60.000
anchor_02,1.000,raw,80,1781419326.180,-60.000
anchor_02,1.000,raw,81,1781419327.098,-61.000
anchor_02,1.000,raw,82,1781419327.203,-61.000
anchor_02,1.000,raw,83,1781419328.140,-69.000
anchor_02,1.000,raw,84,1781419329.190,-63.000
anchor_02,1.000,raw,85,1781419329.244,-63.000
anchor_02,1.000,raw,86,1781419329.244,-61.000
anchor_02,1.000,raw,87,1781419330.277,-61.000
anchor_02,1.000,raw,88,1781419330.494,-65.000
anchor_02,1.000,raw,89,1781419330.494,-68.000
anchor_02,1.000,raw,90,1781419330.494,-62.000
anchor_02,1.000,raw,91,1781419331.402,-64.000
anchor_02,1.000,raw,92,1781419331.611,-67.000
anchor_02,1.000,raw,93,1781419331.611,-65.000
anchor_02,1.000,raw,94,1781419331.611,-68.000
anchor_02,1.000,raw,95,1781419331.611,-60.000
anchor_02,1.000,raw,96,1781419332.527,-61.000
anchor_02,1.000,raw,97,1781419332.738,-58.000
anchor_02,1.000,raw,98,1781419332.738,-68.000
anchor_02,1.000,raw,99,1781419332.738,-60.000
anchor_02,1.000,raw,100,1781419334.783,-61.000
anchor_02,1.000,raw,101,1781419334.911,-60.000
anchor_02,1.000,raw,102,1781419336.766,-63.000
anchor_02,1.000,raw,103,1781419337.885,-60.000
anchor_02,1.000,raw,104,1781419337.982,-60.000
anchor_02,1.000,raw,105,1781419337.982,-59.000
anchor_02,1.000,raw,106,1781419337.982,-69.000
anchor_02,1.000,raw,107,1781419338.923,-63.000
anchor_02,1.000,raw,108,1781419340.004,-77.000
anchor_02,1.000,raw,109,1781419341.051,-69.000
anchor_02,1.000,raw,110,1781419341.150,-56.000
anchor_02,1.000,raw,111,1781419342.090,-69.000
anchor_02,1.000,raw,112,1781419342.169,-70.000
anchor_02,1.000,raw,113,1781419342.170,-60.000
anchor_02,1.000,raw,114,1781419343.181,-70.000
anchor_02,1.000,raw,115,1781419344.229,-71.000
anchor_02,1.000,raw,116,1781419344.305,-60.000
anchor_02,2.000,raw,1,1781419372.308,-61.000
anchor_02,2.000,raw,2,1781419373.109,-59.000
anchor_02,2.000,raw,3,1781419373.438,-58.000
anchor_02,2.000,raw,4,1781419373.438,-60.000
anchor_02,2.000,raw,5,1781419373.438,-60.000
anchor_02,2.000,raw,6,1781419374.222,-74.000
anchor_02,2.000,raw,7,1781419375.270,-70.000
anchor_02,2.000,raw,8,1781419375.321,-60.000
anchor_02,2.000,raw,9,1781419375.321,-102.000
anchor_02,2.000,raw,10,1781419375.859,-62.000
anchor_02,2.000,raw,11,1781419376.387,-59.000
anchor_02,2.000,raw,12,1781419376.445,-60.000
anchor_02,2.000,raw,13,1781419376.445,-61.000
anchor_02,2.000,raw,14,1781419377.505,-59.000
anchor_02,2.000,raw,15,1781419377.557,-59.000
anchor_02,2.000,raw,16,1781419377.557,-61.000
anchor_02,2.000,raw,17,1781419378.629,-59.000
anchor_02,2.000,raw,18,1781419378.719,-67.000
anchor_02,2.000,raw,19,1781419378.719,-60.000
anchor_02,2.000,raw,20,1781419379.658,-60.000
anchor_02,2.000,raw,21,1781419379.737,-60.000
anchor_02,2.000,raw,22,1781419380.761,-59.000
anchor_02,2.000,raw,23,1781419381.787,-66.000
anchor_02,2.000,raw,24,1781419381.837,-60.000
anchor_02,2.000,raw,25,1781419381.837,-60.000
anchor_02,2.000,raw,26,1781419381.994,-63.000
anchor_02,2.000,raw,27,1781419382.910,-60.000
anchor_02,2.000,raw,28,1781419383.938,-68.000
anchor_02,2.000,raw,29,1781419384.051,-62.000
anchor_02,2.000,raw,30,1781419384.051,-60.000
anchor_02,2.000,raw,31,1781419384.051,-63.000
anchor_02,2.000,raw,32,1781419384.051,-59.000
anchor_02,2.000,raw,33,1781419385.184,-75.000
anchor_02,2.000,raw,34,1781419386.136,-76.000
anchor_02,2.000,raw,35,1781419386.290,-61.000
anchor_02,2.000,raw,36,1781419386.290,-75.000
anchor_02,2.000,raw,37,1781419386.290,-73.000
anchor_02,2.000,raw,38,1781419386.290,-61.000
anchor_02,2.000,raw,39,1781419387.258,-72.000
anchor_02,2.000,raw,40,1781419388.337,-61.000
anchor_02,2.000,raw,41,1781419388.490,-63.000
anchor_02,2.000,raw,42,1781419389.420,-60.000
anchor_02,2.000,raw,43,1781419389.798,-70.000
anchor_02,2.000,raw,44,1781419390.595,-62.000
anchor_02,2.000,raw,45,1781419391.512,-60.000
anchor_02,2.000,raw,46,1781419391.733,-68.000
anchor_02,2.000,raw,47,1781419391.733,-62.000
anchor_02,2.000,raw,48,1781419392.606,-70.000
anchor_02,2.000,raw,49,1781419392.770,-62.000
anchor_02,2.000,raw,50,1781419392.770,-60.000
anchor_02,2.000,raw,51,1781419392.770,-60.000
anchor_02,2.000,raw,52,1781419393.702,-62.000
anchor_02,2.000,raw,53,1781419393.751,-61.000
anchor_02,2.000,raw,54,1781419393.751,-62.000
anchor_02,2.000,raw,55,1781419394.812,-60.000
anchor_02,2.000,raw,56,1781419394.915,-62.000
anchor_02,2.000,raw,57,1781419396.889,-61.000
anchor_02,2.000,raw,58,1781419396.945,-60.000
anchor_02,2.000,raw,59,1781419396.945,-61.000
anchor_02,2.000,raw,60,1781419397.262,-61.000
anchor_02,2.000,raw,61,1781419398.005,-60.000
anchor_02,2.000,raw,62,1781419398.168,-60.000
anchor_02,2.000,raw,63,1781419399.090,-61.000
anchor_02,2.000,raw,64,1781419399.153,-68.000
anchor_02,2.000,raw,65,1781419399.153,-69.000
anchor_02,2.000,raw,66,1781419399.153,-68.000
anchor_02,2.000,raw,67,1781419399.296,-60.000
anchor_02,2.000,raw,68,1781419400.219,-67.000
anchor_02,2.000,raw,69,1781419401.318,-61.000
anchor_02,2.000,raw,70,1781419401.373,-69.000
anchor_02,2.000,raw,71,1781419402.471,-61.000
anchor_02,2.000,raw,72,1781419402.518,-61.000
anchor_02,2.000,raw,73,1781419403.397,-62.000
anchor_02,2.000,raw,74,1781419403.453,-60.000
anchor_02,2.000,raw,75,1781419405.492,-69.000
anchor_02,2.000,raw,76,1781419406.565,-62.000
anchor_02,2.000,raw,77,1781419406.718,-61.000
anchor_02,2.000,raw,78,1781419407.653,-62.000
anchor_02,2.000,raw,79,1781419407.717,-70.000
anchor_02,2.000,raw,80,1781419408.825,-61.000
anchor_02,2.000,raw,81,1781419408.951,-60.000
anchor_02,2.000,raw,82,1781419409.753,-73.000
anchor_02,2.000,raw,83,1781419409.806,-77.000
anchor_02,2.000,raw,84,1781419409.806,-61.000
anchor_02,2.000,raw,85,1781419410.867,-60.000
anchor_02,2.000,raw,86,1781419411.016,-72.000
anchor_02,2.000,raw,87,1781419411.919,-72.000
anchor_02,2.000,raw,88,1781419411.976,-61.000
anchor_02,2.000,raw,89,1781419411.976,-64.000
anchor_02,2.000,raw,90,1781419413.042,-61.000
anchor_02,2.000,raw,91,1781419413.235,-93.000
anchor_02,2.000,raw,92,1781419413.236,-59.000
anchor_02,2.000,raw,93,1781419415.144,-72.000
anchor_02,2.000,raw,94,1781419415.286,-62.000
anchor_02,2.000,raw,95,1781419415.286,-73.000
anchor_02,2.000,raw,96,1781419416.212,-61.000
anchor_02,2.000,raw,97,1781419416.268,-58.000
anchor_02,2.000,raw,98,1781419417.326,-63.000
anchor_02,2.000,raw,99,1781419417.731,-61.000
anchor_02,2.000,raw,100,1781419418.357,-62.000
anchor_02,2.000,raw,101,1781419418.663,-62.000
anchor_02,2.000,raw,102,1781419418.663,-61.000
anchor_02,2.000,raw,103,1781419419.469,-70.000
anchor_02,2.000,raw,104,1781419419.577,-63.000
anchor_02,2.000,raw,105,1781419420.516,-65.000
anchor_02,2.000,raw,106,1781419420.568,-69.000
anchor_02,2.000,raw,107,1781419420.568,-63.000
anchor_02,2.000,raw,108,1781419420.728,-66.000
anchor_02,2.000,raw,109,1781419420.729,-63.000
anchor_02,2.000,raw,110,1781419421.694,-67.000
anchor_02,2.000,raw,111,1781419422.043,-63.000
anchor_02,2.000,raw,112,1781419422.043,-63.000
anchor_02,2.000,raw,113,1781419422.747,-62.000
anchor_02,2.000,raw,114,1781419423.818,-67.000
anchor_02,2.000,raw,115,1781419423.864,-62.000
anchor_02,2.000,raw,116,1781419423.864,-63.000
anchor_02,2.000,raw,117,1781419424.944,-62.000
anchor_02,2.000,raw,118,1781419425.006,-63.000
anchor_02,2.000,raw,119,1781419425.952,-62.000
anchor_02,2.000,raw,120,1781419426.345,-62.000
anchor_02,2.000,raw,121,1781419426.345,-67.000
anchor_02,2.000,raw,122,1781419428.102,-62.000
anchor_02,2.000,raw,123,1781419429.121,-62.000
anchor_02,2.000,raw,124,1781419429.223,-62.000
anchor_02,2.000,raw,125,1781419430.221,-66.000
anchor_02,2.000,raw,126,1781419430.330,-62.000
anchor_02,2.000,raw,127,1781419430.330,-63.000
anchor_02,2.000,raw,128,1781419430.330,-65.000
anchor_02,2.000,raw,129,1781419431.305,-63.000
anchor_02,3.000,raw,1,1781419449.704,-69.000
anchor_02,3.000,raw,2,1781419449.796,-73.000
anchor_02,3.000,raw,3,1781419449.796,-73.000
anchor_02,3.000,raw,4,1781419450.722,-69.000
anchor_02,3.000,raw,5,1781419451.774,-73.000
anchor_02,3.000,raw,6,1781419451.946,-64.000
anchor_02,3.000,raw,7,1781419452.957,-74.000
anchor_02,3.000,raw,8,1781419453.078,-63.000
anchor_02,3.000,raw,9,1781419453.078,-74.000
anchor_02,3.000,raw,10,1781419453.952,-63.000
anchor_02,3.000,raw,11,1781419454.008,-63.000
anchor_02,3.000,raw,12,1781419454.008,-64.000
anchor_02,3.000,raw,13,1781419455.106,-74.000
anchor_02,3.000,raw,14,1781419456.078,-73.000
anchor_02,3.000,raw,15,1781419456.246,-68.000
anchor_02,3.000,raw,16,1781419458.283,-64.000
anchor_02,3.000,raw,17,1781419460.277,-72.000
anchor_02,3.000,raw,18,1781419462.376,-70.000
anchor_02,3.000,raw,19,1781419462.510,-70.000
anchor_02,3.000,raw,20,1781419462.510,-70.000
anchor_02,3.000,raw,21,1781419463.439,-69.000
anchor_02,3.000,raw,22,1781419464.481,-64.000
anchor_02,3.000,raw,23,1781419465.554,-70.000
anchor_02,3.000,raw,24,1781419466.624,-70.000
anchor_02,3.000,raw,25,1781419466.896,-64.000
anchor_02,3.000,raw,26,1781419467.648,-64.000
anchor_02,3.000,raw,27,1781419468.727,-65.000
anchor_02,3.000,raw,28,1781419468.833,-69.000
anchor_02,3.000,raw,29,1781419469.770,-70.000
anchor_02,3.000,raw,30,1781419469.826,-72.000
anchor_02,3.000,raw,31,1781419470.881,-71.000
anchor_02,3.000,raw,32,1781419471.901,-62.000
anchor_02,3.000,raw,33,1781419472.023,-73.000
anchor_02,3.000,raw,34,1781419472.023,-64.000
anchor_02,3.000,raw,35,1781419472.976,-70.000
anchor_02,3.000,raw,36,1781419474.053,-71.000
anchor_02,3.000,raw,37,1781419474.413,-71.000
anchor_02,3.000,raw,38,1781419475.182,-71.000
anchor_02,3.000,raw,39,1781419476.143,-65.000
anchor_02,3.000,raw,40,1781419476.205,-71.000
anchor_02,3.000,raw,41,1781419477.230,-70.000
anchor_02,3.000,raw,42,1781419477.434,-72.000
anchor_02,3.000,raw,43,1781419478.400,-72.000
anchor_02,3.000,raw,44,1781419478.558,-69.000
anchor_02,3.000,raw,45,1781419479.437,-73.000
anchor_02,3.000,raw,46,1781419479.491,-70.000
anchor_02,3.000,raw,47,1781419479.491,-73.000
anchor_02,3.000,raw,48,1781419480.445,-72.000
anchor_02,3.000,raw,49,1781419481.528,-73.000
anchor_02,3.000,raw,50,1781419483.576,-72.000
anchor_02,3.000,raw,51,1781419484.652,-70.000
anchor_02,3.000,raw,52,1781419484.833,-70.000
anchor_02,3.000,raw,53,1781419484.833,-64.000
anchor_02,3.000,raw,54,1781419485.773,-71.000
anchor_02,3.000,raw,55,1781419485.839,-70.000
anchor_02,3.000,raw,56,1781419486.778,-73.000
anchor_02,3.000,raw,57,1781419486.882,-69.000
anchor_02,3.000,raw,58,1781419487.877,-70.000
anchor_02,3.000,raw,59,1781419488.001,-64.000
anchor_02,3.000,raw,60,1781419488.921,-70.000
anchor_02,3.000,raw,61,1781419489.969,-70.000
anchor_02,3.000,raw,62,1781419492.180,-63.000
anchor_02,3.000,raw,63,1781419493.099,-71.000
anchor_02,3.000,raw,64,1781419494.143,-71.000
anchor_02,3.000,raw,65,1781419495.247,-75.000
anchor_02,3.000,raw,66,1781419495.459,-70.000
anchor_02,3.000,raw,67,1781419496.285,-64.000
anchor_02,3.000,raw,68,1781419497.309,-64.000
anchor_02,3.000,raw,69,1781419497.357,-73.000
anchor_02,3.000,raw,70,1781419498.410,-70.000
anchor_02,3.000,raw,71,1781419498.657,-71.000
anchor_02,3.000,raw,72,1781419498.657,-71.000
anchor_02,3.000,raw,73,1781419499.524,-71.000
anchor_02,3.000,raw,74,1781419499.580,-70.000
anchor_02,3.000,raw,75,1781419500.680,-74.000
anchor_02,3.000,raw,76,1781419500.901,-63.000
anchor_02,3.000,raw,77,1781419500.901,-70.000
anchor_02,3.000,raw,78,1781419501.628,-74.000
anchor_02,3.000,raw,79,1781419501.804,-63.000
anchor_02,3.000,raw,80,1781419502.726,-70.000
anchor_02,3.000,raw,81,1781419503.456,-74.000
anchor_02,3.000,raw,82,1781419503.456,-64.000
anchor_02,3.000,raw,83,1781419503.456,-71.000
anchor_02,3.000,raw,84,1781419503.852,-63.000
anchor_02,3.000,raw,85,1781419504.991,-73.000
anchor_02,3.000,raw,86,1781419507.968,-63.000
